Publication.Type,Authors,Author Full Names,Title,Source Title,Keywords,Keywords Plus,Abstract,Publication.Date,Publication.Year,Volume,Issue,Start Page,End Page,Article Number,DOI,DOI Link,Early Access Date,Web of Science Record
J,"Ferreira, ASA; Neuheimer, AB","Ferreira, A. Sofia A.; Neuheimer, Anna B.",Estimating a thermal constant of spawning to explain spawning time of Pacific herring Clupea pallasii across space and time,MARINE ECOLOGY PROGRESS SERIES,Spawning time; Thermal time; Degree-days; Pacific herring; Climate change,DATA ASSIMILATION ANALYSIS; UPPER OCEAN 1950-95; GADUS-MORHUA; VERTICAL MIGRATION; ATLANTIC COD; TEMPERATURE; HARENGUS; AGE; POPULATIONS; MATURATION,"Explaining variation in life history phenology requires us to disentangle environmental-dependent variability from that caused by adaptive change across time and space. Here, we offer thermal time models (models measuring time in temperature units) as tools to understand the spawning dynamics of small pelagic fish, such as Pacific herring Clupea pallasii. We hypothesised that thermal time explains the annual timing of spawning of Pacific herring across space and time. By testing this hypothesis, we identified developmental constants (thermal constants of spawning) that can be used to make spawning time predictions. We examined spatio-temporal changes in Pacific herring spawning time over a 69 yr period (1941-2010) across 6 regions off British Columbia (BC), Canada. We estimated the degree-days (DD, degrees C-days) from the onset of gonadal maturation to spawning by combining spawning time estimates with distribution-specific temperature estimates. We then fitted models to explore how DD to spawning can be used to explain observed spawning time patterns across space and time and identified temperature-independent sources of variability (e.g. adaptive differences among regions, spawner size). We found that, even though Pacific herring often spawned similar to 5 d later with each increasing degree in latitude, the average thermal time in DD to spawning was similar to 1700 degrees C-days. We also found that DD to spawning explains linear variation in spawning time across years for some regions of the BC Pacific herring. Thermal time models can aid in predictions of environmental responses and forecasts of life-history phenology in a changing climate.",JUL 30,2024,741,,237,249,,10.3354/meps14569,http://dx.doi.org/10.3354/meps14569,,View Full Record in Web of Science
J,"Peers, MJL","Peers, Michael J. L.",Predicting the Fitness Effects of Climate Change on Snowshoe Hares,ARCTIC,,CAMOUFLAGE MISMATCH; PREDATION RISK; EVOLUTIONARY; RESPONSES; BEHAVIOR; CANADA; DRIVES; COLOR; CYCLE; LYNX,,DEC,2017,70,4,430,434,,10.14430/arctic4691,http://dx.doi.org/10.14430/arctic4691,,View Full Record in Web of Science
J,"Gregory, KM; McFarland, K; Hare, MP","Gregory, Kaili M.; McFarland, Katherine; Hare, Matthew P.","Reproductive Phenology of the Eastern Oyster, Crassostrea virginica (Gmelin, 1791), Along a Temperate Estuarine Salinity Gradient",ESTUARIES AND COASTS,Gametogenesis; Salinity; Ancestry; Histology; Reproduction; Perkinsus marinus,PERKINSUS-MARINUS; HABITAT SUITABILITY; PACIFIC OYSTER; RESTORATION; CONNECTIVITY; MODEL; SIZE; PHYTOPLANKTON; GAMETOGENESIS; DIVERSITY,"Low salinity can negatively affect reproduction in estuarine bivalves. The spatial and temporal extents of these effects are important to inform models of population dynamics, environmental risk assessments, restoration efforts, and predictions of climate change effects. A hypothesis of delayed gametogenesis for oysters at low salinity sites was tested relative to their higher salinity counterparts in downstream experimental cages. In 2018, the timing of gametogenesis and spawning was observed June-August for 2-year-old oysters from three distinct ancestries (native, hatchery, aquaculture), outplanted at age 1 month along the salinity gradient (3-30 psu) of a temperate estuary. A second season of data was collected in 2019 from a 3-year-old aquaculture line and mixed-age native adult oysters dredged and transplanted 1 year prior. Dermo was tested in 2019 and prevalence was 1.3% (n = 240). Gametogenesis and spawning were retarded for all ancestries at low salinity relative to higher salinity sites during July and August. The reverse pattern was found in June, with low salinity sites having more advanced gonad index than at a high salinity site. This difference in average gonad index was 2.65 vs 1.46, respectively, for the native line and 2.62 vs 2.08 for aquaculture. Low salinity seemed to not only induce earlier gametogenesis in June, but also extended the reproductive season relative to higher salinity sites. Among oyster ancestries, the aquaculture line stood out as having 30-48% lower gametogenic synchrony within sites, but only in 2018. Because the native oysters used in this study have been restricted to low salinity conditions for many generations, demonstration of their reproductive plasticity across salinities is notable and broadens the range of potential future restoration strategies.",MAY,2023,46,3,707,722,,10.1007/s12237-022-01163-w,http://dx.doi.org/10.1007/s12237-022-01163-w,JAN 2023,View Full Record in Web of Science
J,"Millán, MF; Carranza, J; Pérez-González, J; Valencia, J; Torres-Porras, J; Seoane, JM; de la Peña, E; Alarcos, S; Sánchez-Prieto, CB; Castillo, L; Flores, A; Membrillo, A","F. Millan, Marina; Carranza, Juan; Perez-Gonzalez, Javier; Valencia, Juliana; Torres-Porras, Jeronimo; Seoane, Jose M.; de la Pena, Eva; Alarcos, Susana; Sanchez-Prieto, Cristina B.; Castillo, Leticia; Flores, Antonio; Membrillo, Alberto",Rainfall decrease and red deer rutting behaviour: Weaker and delayed rutting activity though higher opportunity for sexual selection,PLOS ONE,,CLIMATE-CHANGE IMPACTS; VEGETATION CHANGES; TEMPORARY PONDS; CERVUS-ELAPHUS; FEMALE AGGREGATION; BREEDING PHENOLOGY; PLANT PHENOLOGY; SW SPAIN; DONANA; TRAITS,"In the last decades, climate change has caused an increase in mean temperatures and a reduction in average rainfall in southern Europe, which is expected to reduce resource availability for herbivores. Resource availability can influence animals' physical condition and population growth. However, much less is known on its effects on reproductive performance and sexual selection. In this study, we assessed the impact of three environmental factors related to climate change (rainfall, temperature and vegetation index) on Iberian red deer Cervus elaphus hispanicus reproductive timing and sexual behaviour, and their effects on the opportunity for sexual selection in the population. We measured rutting phenology as rut peak date, the intensity of male rutting activity as roaring rate, and the opportunity for sexual selection from the distribution of females among harem holding males in Donana Biological Reserve (Southwest Spain), from data of daily observations collected during the rut over a period of 25 years. For this study period, we found a trend for less raining and hence poorer environmental conditions, which associated with delayed rutting season and decreased rutting intensity, but that appeared to favour a higher degree of polygyny and opportunity for sexual selection, all these relationships being modulated by population density and sex ratio. This study highlights how climate change (mainly rainfall reduction in this area) can alter the conditions for mating and the opportunity for sexual selection in a large terrestrial mammal.",JAN 20,2021,16,1,,,e0244802,10.1371/journal.pone.0244802,http://dx.doi.org/10.1371/journal.pone.0244802,,View Full Record in Web of Science
J,"Wheeler, HC; Hik, DS","Wheeler, Helen C.; Hik, David S.",Arctic ground squirrels Urocitellus parryii as drivers and indicators of change in northern ecosystems,MAMMAL REVIEW,Arctic ecosystems; climate change; population monitoring; Spermophilus parryii; trophic interactions,RABBITS ORYCTOLAGUS-CUNICULUS; BASE-LINE SYNDROME; CLIMATE-CHANGE; SPERMOPHILUS-PARRYII; BOREAL FOREST; MAMMOTH-STEPPE; REPRODUCTIVE SUCCESS; POPULATION-DYNAMICS; OVERWINTER SURVIVAL; COMMUNITY STRUCTURE,"Global warming and increasing human activity are altering northern ecosystems. In these strongly seasonal environments, small herbivorous mammals may have a significant role in determining the trajectory of ecosystem transitions from one state to another. Arctic ground squirrels Urocitellus parryii are a key component of northern terrestrial food webs and are considered ecosystem engineers, exerting a large impact on their habitat through bioturbation. We review and synthesize diverse information about current and past distribution and density of arctic ground squirrels, their physiology and ecological interactions with other species. Factors that appear to affect the distribution and abundance of arctic ground squirrels include increasing temperatures, changes in flooding probability, permafrost thaw, shifting phenology, habitat change, new predators and invasive diseases. Increases in the distribution and density of arctic ground squirrels in northern latitudes and high altitudes could accelerate ecosystem change through facilitation of disturbance-tolerant species, while decreases in southern and milder climates could remove an important agent of disturbance and prey item. Despite their pervasive ecological influence throughout most of their range, arctic ground squirrels are underrepresented in ecological research, based on a comparison of the number of publications about arctic ground squirrels with the number about other species of the same genus, and about other arctic herbivores. The widespread distribution of arctic ground squirrels, along with their potential to exacerbate and alter trajectories of ecosystem change under global warming, makes them a valuable indicator of ecosystem change and therefore a candidate for increased monitoring.",JUL,2013,43,3,238,255,,10.1111/j.1365-2907.2012.00220.x,http://dx.doi.org/10.1111/j.1365-2907.2012.00220.x,,View Full Record in Web of Science
J,"Russel, WA; Jiménez, AG; Paul, KD; Hoopes, BC; Ay, A","Russel, William Andrew; Jimenez, Ana Gabriela; Paul, Kailey D.; Hoopes, Barbara C.; Ay, Ahmet","Body Temperature Regulation in Domestic Dogs After Agility Trials: The Effects of Season, Training, Body Characteristics, Age, and Genetics",JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,,SURFACE-TEMPERATURE; EXERCISE; THERMOREGULATION; ASSOCIATION; PERFORMANCE; EXPRESSION; MUTATIONS; BONE; FLOW,"An animal's body mass is said to be indirectly related to its rate of heat loss; that is, smaller animals with higher surface area to volume tend to lose heat faster than larger animals. Thus, thermoregulation should be related to body size, however, generalizable patterns are still unclear. Domestic dogs are a diverse species of endothermic mammals, including a 44-fold difference in body size. Previous work in sedentary dogs has determined that body size and other morphological variables tend to predict the thermoregulation of exercising pet dogs. Here, we aimed to address three questions: (1) whether thermoregulatory differences in domestic dogs across seasons are dictated strictly by external environmental temperatures or if individual thermal acclimation is affected by seasonal temperature variation, even indoors; (2) whether athleticism (or training experience) affects or changes thermoregulation in dogs, as it does in humans; and (3) whether thermoregulation in domestic dogs has a genetic basis. We obtained tympanic membrane (Tear) temperatures and thermal images to measure the rate of temperature change in the eyes, mouth, and nose of athletic dogs following an indoor agility trial. Additionally, we used image analysis to determine body morphology differences. We found body mass to play a strong role in thermoregulation in winter trials (Tmouth p = 0.017, Tnose p = 0.052) but a less determinate role in summer trials. We found distinct differences in thermoregulation patterns between winter and summer. Particularly, coat morphology and length may play different roles in thermoregulation across seasons. Additionally, we found that rates of mouth temperature change differ by an interaction between environmental temperature and training experience (p = 0.044), suggesting seasonal thermoregulation patterns in dogs depend on relative athleticism. Lastly, we found important genetic predictors of temperature change rate, such as GORAB and IGF1, as well as others that exert influence over body size, mitochondrial function, or coat characteristics. These genetic markers indicate markers similar to our whole-animal physiological results. Overall, our data suggest that domestic dogs demonstrate thermal acclimation across seasons, that athleticism changes thermoregulatory patterns in domestic dogs, and that body size-related genes are associated with thermoregulation in dogs.",2025 JAN 16,2025,,,,,,10.1002/jez.2899,http://dx.doi.org/10.1002/jez.2899,JAN 2025,View Full Record in Web of Science
J,"Puig, S; Rosi, MI; Videla, F; Mendez, E","Puig, Silvia; Rosi, Maria I.; Videla, Fernando; Mendez, Eduardo",Flexibility in the food selection by the European hare (Lepus europaeus) along the altitudinal gradient of the Southern Andean Precordillera (Argentina),MAMMAL RESEARCH,Leporidae; Feeding ecology; Food availability; Dietary flexibility; Mountain environments,SPECIES RICHNESS; DIET SELECTION; MENDOZA; STRATEGIES; VEGETATION; DIVERSITY,"Predictions derived from the optimal foraging theory are interesting to test on wild herbivores living in mountain environments, considering the expected vegetation changes across altitudinal gradients. A lower food richness and a more generalist diet are expected as altitude increases, with higher diet diversity and a shift to browsing as food availability decreases seasonally. With broad diets and ecological adaptability, Lepus europaeus is a non-native herbivore inhabiting Andean altitudinal gradients. Diet and vegetation were analyzed using microhistological analysis and point-quadrat transects at six sampling sites, representative of altitudinal phytogeographic belts. The diet included 67 of the 109 species present in the vegetation. Lepus europaeus proved to be an intermediate feeder with a generalist and selective diet. Following the prediction for altitudinal gradients, dietary generalism increased as plant cover and diversity decreased with altitude. Differences in plant phenology and toxins justified changes in food preferences, from shrubs at the summit to grasses at lower altitudes. Seasonal changes in diet diversity were consistent with different hypotheses depending on altitude. The tundra climate at the summit determined a strong phenological decline and food scarcity during winter, when the less diverse diet was more focused on a preferred shrub, following the selective quality hypothesis. With a milder climate at lower altitudes, the winter increase in diet diversity, with inclusion of avoided shrubs, agrees with the food abundance hypothesis. Climate severity, food shortage, plant phenology, and secondary compounds are relevant for explaining the feeding strategy of European hares in these mountain environments.",JAN,2017,62,1,75,87,,10.1007/s13364-016-0288-7,http://dx.doi.org/10.1007/s13364-016-0288-7,,View Full Record in Web of Science
J,"Van Eerden, MR; Drent, RH; Stahl, J; Bakker, JP","Van Eerden, MR; Drent, RH; Stahl, J; Bakker, JP",Connecting seas: western Palaearctic continental flyway for water birds in the perspective of changing land use and climate,GLOBAL CHANGE BIOLOGY,barnacle goose; carrying capacity; dark-bellied brent; fertilizer use; improved grassland; plant phenology; salt marshes,GEESE BRANTA-BERNICLA; BARNACLE GEESE; BRENT GEESE; LEUCOPSIS; TERM; MARSHES; IMPACT; RANGE; ANSER; SITE,"The western Palaearctic continental flyway that connects the tundra and taiga belts of Russia with north-west Europe is the major migratory avenue for an estimated 9.3 million herbivorous water birds ( swans, geese and ducks). Agricultural practices together with protection measures subsidize the carrying capacity of winter habitats of the birds. Densities of these birds are highest in the Netherlands, where nitrogen (N) inputs to farmland have increased during the last 70 years and became the highest in Europe (> 250 kg manure and fertilizer ha(-1) yr(-1)). A comparison of population trends of 13 species of avian herbivores reveals generally expanding populations in the past 50 years, with the greatest increases from 1970 to 1990. Populations of the smallest avian herbivores, such as ducks, are either stable or have peaked and are now in decline, whereas numbers of larger herbivores ( geese and swans) continue to increase and barnacle and greylag geese now breed in the Netherlands, in addition to northern sites. During the northerly spring migration, stop- over sites, mostly in the agricultural regions of eastern Europe and Scandinavia, lie between the 3 and 6 degrees C mean daily temperature isotherms in April, temperatures at which grasses start to grow, where flooding of riparian wetlands frequently occurs and fertilizers are applied to farmland. However, the restructuring of agricultural practices in an enlarged EU is likely to affect water bird populations and their migration routes. The reduced use of N in the Netherlands is predicted to constrain population growth, especially of the smallest avian herbivores with their high basal metabolic rates, because of the declining food quality of grass leaves. The introduction of large-scale farming of oilseed rape, winter cereals, sugar beet and potatoes at the expense of grassland also will adversely affect these birds, whereas larger species are likely to continue exploiting these crops.",JUN,2005,11,6,894,908,,10.1111/j.1365-2486.2005.00940.x,http://dx.doi.org/10.1111/j.1365-2486.2005.00940.x,,View Full Record in Web of Science
J,"Plourde, S; Grégoire, F; Lehoux, C; Galbraith, PS; Castonguay, M; Ringuette, M","Plourde, Stephane; Gregoire, Francois; Lehoux, Caroline; Galbraith, Peter S.; Castonguay, Martin; Ringuette, Marc",Effect of environmental variability on body condition and recruitment success of Atlantic Mackerel (Scomber scombrus L.) in the Gulf of St. Lawrence,FISHERIES OCEANOGRAPHY,climate change; copepods; Gulf of St; Lawrence; mackerel; recruitment,HERRING CLUPEA-HARENGUS; SOUTHERN GULF; CALANUS-FINMARCHICUS; COPEPOD PRODUCTION; NORTH-ATLANTIC; LIFE-CYCLE; DYNAMICS; CLIMATE; NEWFOUNDLAND; TEMPERATURE,"The objective of this study was to assess the effect ofenvironmental variability on the dynamics of theAtlantic mackerel (Scomber scombrus L.) stock in the Gulf of St. Lawrence (GSL). We first described the dominant modes of physical and biological (zooplankton) variability using Principal Components Analyses of 40 variables. Two principal modes of variability were identified, a long-term mode (15-20yr) associated with a warming of the GSL and a second mode describing alternating cold and warm periods at a higher frequency (5-10yr). A strong link between physical forcing and the dynamics of zooplankton species known to be important for mackerel was shown. Second, a set of Generalized Additive Models (GAM) was developed to explore how these environmental variations could influence mackerel condition (Fulton's K) and recruitment success (R-s). Optimal GAMs including variations in abundance, species composition and phenology of key copepods improved model performance by 40-50% relative to those considering only physical environmental conditions. The results are consistent with the match-mismatch hypothesis and illustrate the key role of zooplankton dynamics in modulating variations in mackerel K and R-s. Finally, this study showed that large variations in R-s could be caused by varying environmental conditions independently of the influence of stock biomass. Our results strongly indicate that the effect of environmental variability should be considered in the implementation of an ecosystem-based approach to Atlantic mackerel stock management.",JUL,2015,24,4,347,363,,10.1111/fog.12113,http://dx.doi.org/10.1111/fog.12113,,View Full Record in Web of Science
J,"Williams, DT; Cull, T; Forster, J","Williams, David T.; Cull, Tom; Forster, Jack",Investigating the abundance and flight period of bark beetles (Coleoptera: Curculionidae: Scolytinae) over elevational gradients in Sitka spruce forests,AGRICULTURAL AND FOREST ENTOMOLOGY,Bark beetles; climate-change; elevation; insects; interception traps; Picea,PONDEROSA PINE FORESTS; CLIMATE-CHANGE; RANGE EXPANSION; COMMUNITY; MANAGEMENT; DIVERSITY; PHENOLOGY; SAWLOGS; ATTACKS; MODEL,"A warming climate, as predicted under current climate change projections, is likely to influence the population dynamics of many forest insect species. Numerous bark beetle species in both Europe and North America have already responded to a warming climate by significantly expanding their geographical ranges. The aim of the current study was to investigate how populations of bark beetles within stands of Sitka spruce, a widely planted non-native commercial plantation tree species in the U.K., were likely to respond to a warming climate. Experimental plots were established in stands of Sitka spruce over elevational gradients in two commercial forest plantations, and the abundance and emergence times of key bark beetle species were assessed over a 3-year period using flight interception traps. The air temperature difference between the lowest and highest experimental plot in each forest was consistently >1 degrees C throughout the 3-year period. In general, the abundance of the most dominant bark beetle species (e.g. Trypodendron,Dryocoetes,Hylastesspp.) was higher, and emergence times tended to be earlier in the year at the lower elevation plots, where temperatures were higher, although not all bark beetle species responded in the same manner. The results of the study indicated that, under the projected future climate warming scenarios, monoculture Sitka spruce stands at low elevations may potentially be more vulnerable to significant outbreak events from existing or invasive bark beetle species. Hence, consideration of establishing more resilient forests of Sitka spruce by diversifying the species composition and structure of Sitka spruce stands is discussed.",MAY,2021,23,2,134,145,,10.1111/afe.12412,http://dx.doi.org/10.1111/afe.12412,OCT 2020,View Full Record in Web of Science
J,"Valcárcel, F; González, J; Jaime, JMT; Olmeda, AS","Valcarcel, F.; Gonzalez, J.; Jaime, J. M. Tercero; Olmeda, A. S.",Long term study of ixodid ticks feeding on red deer (Cervus elaphus) in a meso-Mediterranean climate,EXPERIMENTAL AND APPLIED ACAROLOGY,Red deer; Hyalomma lusitanicum; Rhipicephalus bursa; Rhipicephalus pusillus; Dermacentor marginatus; Ixodes ricinus; Seasonal frequency,RICINUS TICKS; LIFE-CYCLE; ACARI; HOST; POPULATIONS; LUSITANICUM; ABUNDANCE; PATTERNS; ECOLOGY; EUROPE,"Red deer (Cervus elaphus L.) are very valuable in trophy-hunting but also contribute to the preservation of natural areas. They are affected by many parasites and pathogens, including hard ticks that are not only important parasites themselves but can also act as vectors and/or reservoirs of pathogens. Tick phenology is complex insofar as population dynamics depend on environmental conditions, vegetation, host availability and their own intrinsic characteristic. Ticks were collected monthly from January 2007 to December 2014 from red deer on a natural reserve located in a meso-Mediterranean environment in Central Spain. A total of 8978 specimens of ixodid ticks were recovered with a mean Parasitization Index of 65.06 ticks/deer. Red deer were infected the whole year round with a summer-spring pattern and two secondary peaks in February and October. The main species was Hyalomma lusitanicum Koch followed by Rhipicephalus bursa Canestrini and Fanzago, Rhipicephalus pusillus Gil Collado, Dermacentor marginatus Sulzer and Ixodes ricinus L. Hyalomma lusitanicum has a complex life cycle in which several generations initiate their cycle at different times throughout the year, most probably lasting more than 1 year. We also describe the ability of nymphs to feed on large ungulates even though their habitual host is wild rabbit.",MAY,2016,69,1,61,72,,10.1007/s10493-015-0008-z,http://dx.doi.org/10.1007/s10493-015-0008-z,,View Full Record in Web of Science
J,"Petrou, EL; Fuentes-Pardo, AP; Rogers, LA; Orobko, M; Tarpey, C; Jiménez-Hidalgo, I; Moss, ML; Yang, DY; Pitcher, TJ; Sandell, T; Lowry, D; Ruzzante, DE; Hauser, L","Petrou, Eleni L.; Fuentes-Pardo, Angela P.; Rogers, Luke A.; Orobko, Melissa; Tarpey, Carolyn; Jimenez-Hidalgo, Isadora; Moss, Madonna L.; Yang, Dongya; Pitcher, Tony J.; Sandell, Todd; Lowry, Dayv; Ruzzante, Daniel E.; Hauser, Lorenz",Functional genetic diversity in an exploited marine species and its relevance to fisheries management,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,phenology; population genomics; isolation by time; resource wave; Pacific herring,HERRING CLUPEA-PALLASI; LOCAL ADAPTATION; CLIMATE-CHANGE; R-PACKAGE; POPULATION DIVERSITY; CONSERVATION UNITS; BRITISH-COLUMBIA; PUGET-SOUND; TOOL SET; FISH,"The timing of reproduction influences key evolutionary and ecological processes in wild populations. Variation in reproductive timing may be an especially important evolutionary driver in the marine environment, where the high mobility of many species and few physical barriers to migration provide limited opportunities for spatial divergence to arise. Using genomic data collected from spawning aggregations of Pacific herring (Clupea pallasii) across 1600 km of coastline, we show that reproductive timing drives population structure in these pelagic fish. Within a specific spawning season, we observed isolation by distance, indicating that gene flow is also geographically limited over our study area. These results emphasize the importance of considering both seasonal and spatial variation in spawning when delineating management units for herring. On several chromosomes, we detected linkage disequilibrium extending over multiple Mb, suggesting the presence of chromosomal rearrangements. Spawning phenology was highly correlated with polymorphisms in several genes, in particular SYNE2, which influences the development of retinal photoreceptors in vertebrates. SYNE2 is probably within a chromosomal rearrangement in Pacific herring and is also associated with spawn timing in Atlantic herring (Clupea harengus). The observed genetic diversity probably underlies resource waves provided by spawning herring. Given the ecological, economic and cultural significance of herring, our results support that conserving intraspecific genetic diversity is important for maintaining current and future ecosystem processes.",FEB 24,2021,288,1945,,,20202398,10.1098/rspb.2020.2398,http://dx.doi.org/10.1098/rspb.2020.2398,,View Full Record in Web of Science
J,"Haredasht, SA; Taylor, CJ; Maes, P; Verstraeten, WW; Clement, J; Barrios, M; Lagrou, K; Van Ranst, M; Coppin, P; Berckmans, D; Aerts, JM","Haredasht, S. Amirpour; Taylor, C. J.; Maes, P.; Verstraeten, W. W.; Clement, J.; Barrios, M.; Lagrou, K.; Van Ranst, M.; Coppin, P.; Berckmans, D.; Aerts, J. -M.",Model-Based Prediction of Nephropathia Epidemica Outbreaks Based on Climatological and Vegetation Data and Bank Vole Population Dynamics,ZOONOSES AND PUBLIC HEALTH,Bank voles; nephropathia epidemica; hantaviruses; rodent-born diseases; population dynamics; model; satellite; prediction; time series; climate change; zoonoses; human disease,PUUMALA-HANTAVIRUS INFECTION; TIME-SERIES ANALYSIS; CLETHRIONOMYS-GLAREOLUS; FEED-INTAKE; CLIMATE; DISEASE; HUMANS; GROWTH; VIRUS; TRANSMISSION,"Wildlife-originated zoonotic diseases in general are a major contributor to emerging infectious diseases. Hantaviruses more specifically cause thousands of human disease cases annually worldwide, while understanding and predicting human hantavirus epidemics pose numerous unsolved challenges. Nephropathia epidemica (NE) is a human infection caused by Puumala virus, which is naturally carried and shed by bank voles (Myodes glareolus). The objective of this study was to develop a method that allows model-based predicting 3months ahead of the occurrence of NE epidemics. Two data sets were utilized to develop and test the models. These data sets were concerned with NE cases in Finland and Belgium. In this study, we selected the most relevant inputs from all the available data for use in a dynamic linear regression (DLR) model. The number of NE cases in Finland were modelled using data from 1996 to 2008. The NE cases were predicted based on the time series data of average monthly air temperature (degrees C) and bank voles' trapping index using a DLR model. The bank voles' trapping index data were interpolated using a related dynamic harmonic regression model (DHR). Here, the DLR and DHR models used time-varying parameters. Both the DHR and DLR models were based on a unified state-space estimation framework. For the Belgium case, no time series of the bank voles' population dynamics were available. Several studies, however, have suggested that the population of bank voles is related to the variation in seed production of beech and oak trees in Northern Europe. Therefore, the NE occurrence pattern in Belgium was predicted based on a DLR model by using remotely sensed phenology parameters of broad-leaved forests, together with the oak and beech seed categories and average monthly air temperature (degrees C) using data from 2001 to 2009. Our results suggest that even without any knowledge about hantavirus dynamics in the host population, the time variation in NE outbreaks in Finland could be predicted 3months ahead with a 34% mean relative prediction error (MRPE). This took into account solely the population dynamics of the carrier species (bank voles). The time series analysis also revealed that climate change, as represented by the vegetation index, changes in forest phenology derived from satellite images and directly measured air temperature, may affect the mechanics of NE transmission. NE outbreaks in Belgium were predicted 3months ahead with a 40% MRPE, based only on the climatological and vegetation data, in this case, without any knowledge of the bank vole's population dynamics. In this research, we demonstrated that NE outbreaks can be predicted using climate and vegetation data or the bank vole's population dynamics, by using dynamic data-based models with time-varying parameters. Such a predictive modelling approach might be used as a step towards the development of new tools for the prevention of future NE outbreaks.",NOV,2013,60,7,461,477,,10.1111/zph.12021,http://dx.doi.org/10.1111/zph.12021,,View Full Record in Web of Science
J,"Both, C; Piersma, T; Roodbergen, SP","Both, C; Piersma, T; Roodbergen, SP",Climatic change explains much of the 20th century advance in laying date of Northern Lapwing Vanellus vanellus in The Netherlands,ARDEA,breeding; climate change; meadowbirds; phenology; temperature effects; timing; waders,BIRDS; RESPONSES,"Long time series allow us to look back in time and examine how birds responded to changes in their environment. During the second half of the 20(th) century, not only did Northern Lapwing Vanellus vanellus experience an increase in spring temperatures, their meadow habitat also changed dramatically due to agricultural intensification. In The Netherlands, eggs of Lapwing have been collected for consumption for ages, especially in the province of Frysl (a) over capn, and as the finding of the first egg of the season has been an important social event till today, first egg dates are archived. Here we present data on the dates at which the first egg of the season was found in Frysl (a) over capn, in 1897-2003. Somewhat to our surprise we found that the advance in the first egg date was primarily explained by increasing spring temperatures. Lapwings also laid earlier after wet winters, with little variance remaining to be explained by habitat changes. Still, at the same spring temperatures and winter rainfall, the first egg was laid on average three days earlier in 2000 compared with 1900. A complementary dataset on the date that the first egg was found in the loth successive Friesian municipality confirmed the strong effect of temperature and the additional effect of winter rainfall. The number of days between the first egg date for the province and the 10(th) municipality yielded a measure of breeding synchrony. The start of egg laying was more synchronous during cold springs. Our analysis thus shows that Lapwing laying date was primarily affected by climatic factors rather than by the considerable changes in breeding habitat.",SPR,2005,93,1,79,88,,,,,View Full Record in Web of Science
J,"Drent, RH","Drent, Rudolf H.",The timing of birds' breeding seasons: the Perrins hypothesis revisited especially for migrants,ARDEA,laying date; climate change; proximate and ultimate factors; capital and income breeders,GREATER SNOW GEESE; CLUTCH-SIZE; SPRING MIGRATION; REPRODUCTIVE SUCCESS; BODY CONDITION; CLIMATE-CHANGE; FOOD SUPPLEMENTATION; INCOME DICHOTOMY; BRANTA-LEUCOPSIS; EGG-PRODUCTION,"Perrins (1970) galvanized thinking on the timing of birds' breeding seasons by pointing out that most individuals laid too late for the offspring to profit fully from the seasonal peak of food abundance, and suggested that the proximate cause was a shortage of food for the female when forming the eggs. This idea (the food constraint hypothesis) stimulated field experiments with supplementary food, and also catalyzed analysis of the seasonal trends of fitness for both parents and offspring. Most experiments resulted in minor advances in laying date hinting that other factors are also important, and the fitness comparisons underlined the view that laying date must be viewed as a trade-off between opposing seasonal trends affecting parents (later is better) and offspring (the earlier the better). Experimental advances of laying have revealed fitness costs (lowered survival) for the parent(s) counteracting the higher output of young. Laying date is thus best considered as an individually based compromise (individual optimisation hypothesis), with exact timing subject to local environmental control. Recent analyses of climate change (warming trend in spring) confirm responses in many but not all bird species, and where detailed data are available the advance documented in laying date seems often to fall short of the shift in the food peak. Migrants in particular may be unable to speed up their spring travels, in some species on account of time conflicts with moult. The larger bodied migrants breeding in the Arctic face severe time constraints as they must lay relatively early on the snowy tundra. Postulated to rely on endogenous stores to lay eggs and incubate them, finer resolution of their travel schedules by means of satellite telemetry combined with investigation of the isotopic signature of body tissues, eggs, and food sources show a mixed strategy to prevail: transport what you can ('capital') and supplement this on the breeding grounds ('income'). Stores acquired at stopover sites are of crucial importance for both survival and breeding and any'mismatch' caused by uncoupling of rates of climate change along the migratory pathway may have profound effects on the population level.",,2006,94,3,305,322,,,,,View Full Record in Web of Science
